投诉编号,投诉品牌,投诉车系,问题简述,典型问题,投诉时间,投诉状态
483043,广汽丰田,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞机油增多厂家未回复,发动机机油增多服务态度厂家不回复,2020-06-21 09:47:46.324,处理反馈
483042,北京汽车,2018款 1.5L 舒适型 DAM15,北汽威旺M30压缩机损坏导致空调不制冷,车身附件及电器空调问题,2020-06-21 09:47:46.335,信息审核
483040,北京奔驰,2020款 C 260 L,北京奔驰C级发动机故障灯亮更换起动机,发动机故障灯亮服务态度不解决问题,2020-06-21 09:47:46.344,信息审核
483039,吉利汽车,2018款 1.5L CVT 向上互联版,吉利帝豪中控台仪表盘异响 方向盘异响,转向系统异响车身附件及电器中控台异响,2020-06-21 09:47:46.354,用户评分
483035,一汽马自达,2020款 2.0L 自动 两驱 蓝天青春版,一汽马自达CX-4车身A柱B柱及C柱异响,车身附件及电器车身异响,2020-06-21 09:47:46.368,处理反馈
483034,一汽马自达,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达阿特兹车身B柱异响严重,车身附件及电器车身异响,2020-06-21 09:47:46.379,处理反馈
483032,雷克萨斯,2020款 260 卓越版,雷克萨斯ES行驶中变速箱顿挫4S店不处理,变速器顿挫服务态度不解决问题人员技术查不出原因,2020-06-21 09:47:46.389,信息审核
483030,一汽马自达,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4 A柱B柱C柱及中控异响,车身附件及电器中控台异响车身附件及电器车身异响,2020-06-21 09:47:46.401,处理反馈
483028,吉利汽车,2016款 1.8TD 自动 两驱 智尊型,吉利博越变速箱多次漏油4S店检查不到位,变速器漏油服务态度不予索赔人员技术多次返修人员技术粗心大意,2020-06-21 09:47:46.412,处理反馈
483026,东风标致,2015款 1.2T 自动 豪华版,东风标致408油箱加满油时怠速抖动严重,发动机抖动其他厂家不召回,2020-06-21 09:47:46.423,处理反馈
483024,一汽马自达,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹A柱B柱及中控异响,车身附件及电器车内异响车身附件及电器中控台异响服务态度不解决问题服务态度厂家不回复,2020-06-21 09:47:46.435,用户评分
483023,众泰汽车,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱挂入D挡后车辆无法行驶,变速器无法加速服务态度厂家不回复,2020-06-21 09:47:46.445,用户评分
483022,一汽马自达,2020款 2.0L 自动 两驱 蓝天品位版,一汽马自达CX-4车门B柱与后排座椅异响,车身附件及电器门窗异响车身附件及电器车身异响,2020-06-21 09:47:46.457,用户评分
483020,一汽丰田,2019款 2.5L Touring 尊贵版 国Ⅵ,一汽丰田亚洲龙天窗B柱异响4S店未解决,车身附件及电器车内异响车身附件及电器天窗异响服务态度不解决问题人员技术多次返修,2020-06-21 09:47:46.468,信息审核
483019,力帆汽车,2017款 1.8L 手动 标准型,力帆轩朗方向助力泵故障无配件厂家未解决,转向系统助力泵故障服务态度不解决问题服务态度厂家不回复配件争议无零配件,2020-06-21 09:47:46.478,信息审核
483017,上汽大众,2013款 1.4TSI DSG舒适版,上汽大众朗逸发动机漏油异响厂家拖延不解决,发动机异响发动机漏油服务态度不解决问题服务态度不予索赔人员技术查不出原因,2020-06-21 09:47:46.487,用户评分
483016,东风标致,2015款 1.2T 自动 尚驰版,东风标致308S缸体破损要求尽快解决,发动机缸体破损,2020-06-21 09:47:46.498,处理反馈
483014,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱异响不解决问题,车身附件及电器车内异响车身附件及电器车身异响服务态度不解决问题,2020-06-21 09:47:46.510,用户评分
483010,精灵Smart,2016款 1.0L  自动 灵动版,精灵Smartforfour启动系统故障希望厂家处理,车身附件及电器行车安全辅助系统故障车身附件及电器无发动机防盗,2020-06-21 09:47:46.524,信息审核
483009,北京现代,2015款 1.6T 双离合 GLX领先型,北京现代索纳塔九涡轮增压器管道内有机油,发动机漏油发动机涡轮增压器故障,2020-06-21 09:47:47.473,处理反馈
483008,吉利汽车,2019款 350T 耀星者,吉利星越车机系统死机 天窗脱胶,车身附件及电器车载互联故障车身附件及电器密封条损坏,2020-06-21 09:47:47.483,处理反馈
483007,东风日产,2016款 2.0L CVT 精英版,东风日产逍客变速箱抖动4S店不给保修,变速器抖动服务态度不予索赔,2020-06-21 09:47:47.495,处理反馈
483004,斯巴鲁,2019款 2.0i 豪华版 EyeSight,斯巴鲁森林人发动机异响油路系统故障,发动机异响发动机功率不足,2020-06-21 09:47:47.506,信息审核
483002,众泰汽车,2016款 纯电动 三门两座科技版,众泰E200充电机损坏4S店不给保修不解决,车身附件及电器雨刮器故障车身附件及电器充电故障服务态度不解决问题服务态度不予索赔承诺不兑现服务承诺不兑现配件争议无零配件,2020-06-21 09:47:47.519,信息审核
483000,一汽马自达,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车身异响无解决方案,车身附件及电器车身异响,2020-06-21 09:47:47.529,处理反馈
482998,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱异响 C柱异响,车身附件及电器车身异响,2020-06-21 09:47:47.540,用户评分
482996,长城汽车,2020款 2.4L 汽油 四驱 精英型 小双排 国VI 4K22,长城风骏5马达损坏4S店告知无配件,发动机无法启动配件争议无零配件,2020-06-21 09:47:47.551,处理反馈
482994,吉利汽车,2016款 1.5L 自动 幸福版,吉利远景变速箱无法加速4S店不予索赔,变速器无法加速服务态度不解决问题,2020-06-21 09:47:47.566,用户评分
482993,东风日产,2020款 2.0L XL Upper 智行版,东风日产天籁车漆有色差希望尽快处理,车身附件及电器车身有色差,2020-06-21 09:47:47.577,处理反馈
482992,上汽大众,2019款 280TSI 两驱 风尚版 国V,上汽大众途岳行驶过程中变速箱异响,变速器异响,2020-06-21 09:47:47.593,处理反馈
482991,东风小康,2015款 1.5L 舒适型Ⅱ 7座,东风风光360发动机故障灯亮 底盘异响,发动机故障灯亮前后桥及悬挂系统底盘异响,2020-06-21 09:47:47.602,处理反馈
482989,一汽-大众,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾刹车异响严重希望尽快处理,制动系统异响,2020-06-21 09:47:47.613,处理反馈
482984,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹A柱及B柱异响 天窗异响,车身附件及电器车身异响车身附件及电器天窗异响,2020-06-21 09:47:47.621,处理反馈
482982,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹行驶中车架及后备箱异响,车身附件及电器车身异响车身附件及电器后备箱故障,2020-06-21 09:47:47.633,处理反馈
482980,吉利汽车,2020款 350T 驭星者AWD,吉利星越交付定金后承诺退还未兑现,服务收费定（订）金纠纷,2020-06-21 09:47:47.647,处理反馈
482978,大众（进口）,2018款 330TSI 四驱 创睿型,进口大众Tiguan刹车盘异常磨损质量差,制动系统异常磨损,2020-06-21 09:47:47.661,信息审核
482975,一汽马自达,2020款 2.5L 蓝天至尊版,一汽马自达阿特兹ABC柱以及天窗异响,车身附件及电器车内异响车身附件及电器天窗异响,2020-06-21 09:47:47.674,用户评分
482971,东风日产,2019款 2.0L XL Upper 智行版,东风日产天籁前减震器异响 后减震器漏油,前后桥及悬挂系统减震器异响前后桥及悬挂系统减震器漏油,2020-06-21 09:47:47.688,处理反馈
482970,上汽集团,2017款 20T 手动 豪华智联版 国V,上汽名爵6升级ECM后动力不足加速无力,发动机功率不足,2020-06-21 09:47:47.703,用户评分
482968,广汽丰田,2013款 2.0 自动 舒适版,广汽丰田凯美瑞车顶漆面由内而外爆裂,车身附件及电器漆面起泡开裂,2020-06-21 09:47:47.717,处理反馈
482967,一汽马自达,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹左侧AB柱及天窗异响,车身附件及电器车身异响车身附件及电器天窗异响,2020-06-21 09:47:47.727,用户评分
482964,一汽马自达,2018款 2.0L 自动 两驱 蓝天活力版 国VI,一汽马自达CX-4车身多处异响要求处理,车身附件及电器车身异响,2020-06-21 09:47:47.737,处理反馈
482963,东风日产,2019款 2.0L XL Upper 智行版,东风日产天籁油箱异响希望尽快得到处理,车身附件及电器汽油箱异响,2020-06-21 09:47:47.746,用户评分
482961,东风悦达起亚,2020款 1.5L CVT 潮流版,东风悦达起亚KX3傲跑中控无故黑屏,车身附件及电器影音系统故障,2020-06-21 09:47:47.757,处理反馈
482960,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱 后排座位及中控异响,车身附件及电器车内异响车身附件及电器中控台异响车身附件及电器车身异响,2020-06-21 09:47:47.771,处理反馈
482958,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱异响 中控异响 车顶异响,车身附件及电器中控台异响车身附件及电器车身异响,2020-06-21 09:47:47.784,处理反馈
482957,北京现代,2016款 1.6L 自动 智炫·精英型,北京现代领动跑高速时岀现方向卡滞,转向系统卡滞,2020-06-21 09:47:47.796,处理反馈
482956,一汽马自达,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹车身异响维修无法解决,车身附件及电器车身异响,2020-06-21 09:47:47.809,处理反馈
482955,上汽大众,2015款 1.6L 自动 风尚版,上汽大众朗逸仪表盘密封性差有飞虫进入,车身附件及电器部件开裂,2020-06-21 09:47:47.818,用户评分
482954,上汽通用五菱,2017款 1.8L AMT 智能尊享型 律动版,宝骏560购车贷款还清押金无人退还,承诺不兑现销售承诺不兑现,2020-06-21 09:47:48.772,处理反馈
482951,一汽马自达,2020款 2.5L 自动 两驱 蓝天驾趣版,一汽马自达CX-4车门异响 ABC柱异响,车身附件及电器门窗异响车身附件及电器车身异响,2020-06-21 09:47:48.783,用户评分
482950,长城汽车,2020款 1.5GDIT 自动 铂金冠军版,哈弗H6行车记录仪和贴膜不开发票无合格证,配件争议使用非原厂件服务流程不完善手续不齐,2020-06-21 09:47:48.796,处理反馈
482949,一汽马自达,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹AB柱异响影响使用,车身附件及电器车内异响,2020-06-21 09:47:48.809,用户评分
482948,广汽本田,2014款 1.5L CVT LX舒适型,广汽本田飞度启动马达故障烧蚀要求处理,发动机无法启动,2020-06-21 09:47:48.823,处理反馈
482945,吉利汽车,2019款 改款 350T 驭星者AWD,吉利星越车机卡顿强烈要求更换配件,销售欺诈与宣传不符,2020-06-21 09:47:48.837,处理反馈
482944,比亚迪,2019款 1.5T 自动 精英型,比亚迪宋Pro车内无隔音棉与宣传不符,销售欺诈与宣传不符,2020-06-21 09:47:48.847,用户评分
482943,吉利汽车,2019款 350T 耀星者,吉利星越使用中车机黑屏死机影响驾驶,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:47:48.859,处理反馈
482940,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响希望处理,车身附件及电器车内异响,2020-06-21 09:47:48.868,用户评分
482935,上汽集团,2019款 20T 手动 两驱 Ali智联网铂金版,上汽荣威RX5售后人员贴膜时将玻璃划伤,人员技术修出新问题人员技术操作不规范,2020-06-21 09:47:48.878,处理反馈
482934,江铃福特,2019款 EcoBoost 145 CVT 铂领型 国VI,江铃福特领界电瓶亏电后门灯光自己开启,车身附件及电器影音系统故障车身附件及电器电瓶故障车身附件及电器灯组开关故障,2020-06-21 09:47:48.891,用户评分
482933,东风日产,2009款 2.0 XL CVT 科技天窗版 新轩逸,东风日产轩逸车内仪表盘起泡脱落严重,车身附件及电器仪表台开裂,2020-06-21 09:47:48.903,处理反馈
482931,一汽-大众,2020款 280TSI DSG R-Line型,一汽大众高尔夫新车变速箱异响4S店不解决,变速器异响服务态度不解决问题,2020-06-21 09:47:48.911,用户评分
482929,一汽-大众,2019款 1.6L 自动 舒适型 国V,一汽大众高尔夫全车车门漆面包边胶鼓包,车身附件及电器漆面起泡开裂,2020-06-21 09:47:48.924,处理反馈
482928,一汽-大众奥迪,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L发动机怠速抖动4S店不解决,发动机抖动服务态度不解决问题,2020-06-21 09:47:48.937,信息审核
482927,奇瑞捷豹路虎,2019款 XFL 2.0T 200PS 两驱 精英版,奇瑞捷豹路虎捷豹XFL销售乱收费不退换,服务态度不解决问题服务收费变相收费服务收费强制购买承诺不兑现销售承诺不兑现,2020-06-21 09:47:48.949,用户评分
482925,上汽通用别克,2011款 1.6 自动 LX,上汽通用别克凯越仪表台开裂希望厂家索赔,车身附件及电器仪表台开裂服务态度不予索赔,2020-06-21 09:47:48.958,用户评分
482922,上汽通用别克,2015款 1.6T 领先技术型,上汽通用别克君威发动机冷却系统多次渗漏,发动机漏防冻液服务态度不予索赔人员技术多次返修,2020-06-21 09:47:48.969,处理反馈
482921,北京越野,2016款 1.5T 手动 豪华型,北京BJ20三个车门漆面出现生锈腐蚀现象,车身附件及电器车身生锈车身附件及电器漆面起泡开裂服务态度厂家不回复,2020-06-21 09:47:48.990,用户评分
482920,一汽-大众,2020款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响车门锁落异响,变速器异响车身附件及电器中控锁故障,2020-06-21 09:47:49.002,处理反馈
482917,一汽-大众奥迪,2017款 2.0T 40 TFSI 技术型,一汽大众奥迪Q5发动机节温器水泵漏防冻液,发动机漏防冻液,2020-06-21 09:47:49.013,信息审核
482914,一汽-大众奥迪,2019款 40 TFSI 豪华动感型,一汽大众奥迪A6L变速箱挂挡异响顿挫严重,变速器异响变速器顿挫,2020-06-21 09:47:49.023,信息审核
482913,上汽通用雪佛兰,2019款 Redline 550T 自动 锐动版,雪佛兰迈锐宝XL电瓶故障 刹车失灵,制动系统刹车失灵车身附件及电器空调问题车身附件及电器电瓶故障,2020-06-21 09:47:49.032,处理反馈
482912,奇瑞汽车,2019款 1.5T 自动 新型色版 国V,奇瑞艾瑞泽GX起步加速发动机舱内异响,发动机异响,2020-06-21 09:47:49.042,处理反馈
482910,北京现代,2017款 1.6T 自动 智能型 GLS,北京现代名图4S店强制购买保养不开具发票,服务收费价格不透明服务收费强制购买,2020-06-21 09:47:49.054,处理反馈
482908,长安马自达,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉安全带附近和天窗异响,车身附件及电器车内异响车身附件及电器天窗异响,2020-06-21 09:47:49.064,处理反馈
482905,长城汽车,2018款 2.0T 四驱 旗舰型 国V,WEY VV6 360全景影像启动后黑屏 转向异响,转向系统异响车身附件及电器影音系统故障车身附件及电器部件开裂车身附件及电器车灯进水,2020-06-21 09:47:49.075,用户评分
482904,长安福特,2015款 1.5L 自动 舒适型,长安福特福睿斯主驾驶车窗升降时好时坏,车身附件及电器车窗升降故障,2020-06-21 09:47:49.085,处理反馈
482903,领克汽车,2019款 03+ 2.0TD 自动 驭风版,领克03出风口 中控屏 排挡杆盖板异响,车身附件及电器车内异响,2020-06-21 09:47:49.096,处理反馈
482902,广汽本田,2016款 2.0L CVT  舒适版,广汽本田雅阁轮毂氧化要求更换轮毂,车身附件及电器轮毂问题,2020-06-21 09:47:49.109,处理反馈
482901,东风雪铁龙,2016款 1.2T 自动 精英型,东风雪铁龙C4L发动机无法启动 售后拖延,发动机无法启动服务态度故意拖延,2020-06-21 09:47:50.212,处理反馈
